Categoria;HTO;Precursor_PT;Precursor_EN;WeakSignal;Report;Text
Tecnico;falha hidráulica/structural failure;falha estrutural;structural failure;incomplete job safety analysis (0.51);fr_investigation_frade-area1.pdf;"By not 
appropriately evaluating the risks of the project, Chevron failed to consider 
the specific aspects of drilling well 9-FR-50DP-RJS, evidencing deficiencies 
in its culture of safety, failures in conducting the operations and 
accentuated weakness in managing risks on the part of the company in this 
project."
Tecnico;ruptura de tubulação/hydraulic failure;falha hidráulica;hydraulic failure;pressure drop in critical line (0.58);fr_investigation_frade-area1.pdf;"well section), right below the final dead block failed to withstand the pressure and 
broke, causing an underground blowout (when fluids flow from the formation of one 
zone to the other)."
Tecnico;falha hidráulica/pipe rupture;ruptura de tubulação;pipe rupture;pressure drop in critical line (0.58);fr_investigation_frade-area1.pdf;"well section), right below the final dead block failed to withstand the pressure and 
broke, causing an underground blowout (when fluids flow from the formation of one 
zone to the other)."
Tecnico;ruptura de tubulação/hydraulic failure;falha hidráulica;hydraulic failure;pressure drop in critical line (0.56);fr_investigation_frade-area1.pdf;"3) The shutdown of the mud pumps exposed the pressure of the reservoir to just 
the hydrostatic pressure of the mud, and the flow check result evidenced that this 
was below the pressure of the reservoir;"
Tecnico;ruptura de tubulação/pipe rupture;ruptura de tubulação;pipe rupture;pressure drop in critical line (0.56);fr_investigation_frade-area1.pdf;"3) The shutdown of the mud pumps exposed the pressure of the reservoir to just 
the hydrostatic pressure of the mud, and the flow check result evidenced that this 
was below the pressure of the reservoir;"
Tecnico;deterioração mecânica/pipe rupture;ruptura de tubulação;pipe rupture;pressure drop in critical line (0.52);fr_investigation_frade-area1.pdf;"In the annotations of pressure loggings for the shut-in of the annulus (SICP) and drill 
pipe (SIDPP), which were carried out after the shut-in of the BOP, significant 
reductions in the pressure of the annulus, which was reduced 150 psi to 90 psi, 
providing indications that a fracture had occurred inside the well."
Tecnico;falha hidráulica/mechanical degradation;deterioração mecânica;mechanical degradation;pressure drop in critical line (0.52);fr_investigation_frade-area1.pdf;"In the annotations of pressure loggings for the shut-in of the annulus (SICP) and drill 
pipe (SIDPP), which were carried out after the shut-in of the BOP, significant 
reductions in the pressure of the annulus, which was reduced 150 psi to 90 psi, 
providing indications that a fracture had occurred inside the well."
Tecnico;falha técnica/hydraulic failure;falha hidráulica;hydraulic failure;pressure drop in critical line (0.51);fr_investigation_frade-area1.pdf;"ESTIMATE OF RESERVOIR PRESSURE ......................................................................................... 24 
3.1.2."
Tecnico;falha técnica/tecnical fault;falha técnica;tecnical fault;recurrent minor faults (0.53);fr_investigation_frade-area1.pdf;"The faulting model, generated by movement of 
the underlying saline section, makes the existence of secondary faults natural."
Tecnico;pane elétrica/tecnical fault;falha técnica;tecnical fault;recurrent minor faults (0.50);fr_investigation_frade-area1.pdf;"During the course of the investigation, it was determined that Chevron 
committed both project and operational errors that contributed decisively to the 
occurrence of the accident and aggravation thereof."
Tecnico;ruptura de tubulação/electrical fault;pane elétrica;electrical fault;recurrent minor faults (0.50);fr_investigation_frade-area1.pdf;"During the course of the investigation, it was determined that Chevron 
committed both project and operational errors that contributed decisively to the 
occurrence of the accident and aggravation thereof."
Tecnico;falha hidráulica/pipe rupture;ruptura de tubulação;pipe rupture;recurring manual reset of safety valve (0.55);fr_investigation_frade-area1.pdf;The drill pipe was equipped with a float valve and the shut-in pressures were monitored.
Tecnico;pressurização indevida/hydraulic failure;falha hidráulica;hydraulic failure;recurring manual reset of safety valve (0.55);fr_investigation_frade-area1.pdf;The drill pipe was equipped with a float valve and the shut-in pressures were monitored.
Tecnico;equipamento mal calibrado/unintended pressurization;pressurização indevida;unintended pressurization;small leak normalized (0.50);fr_investigation_frade-area1.pdf;"Had the company adopted due precautions and correctly classified the well in question, 
uncertainty regarding the pressure of the pores to be used in the kick tolerance criterion 
would have been between 0.5 ppg and 1.0 ppg, which once again would give rise to the 
mandatory requirement to alter the project, increasing the depth of setting the dead 
block, increasing the number of phases or adopting complementary measures to reduce 
the risks to more tolerable levels."
Tecnico;quebra de equipamento/miscalibrated equipment;equipamento mal calibrado;miscalibrated equipment;tool left unattended (0.54);fr_investigation_frade-area1.pdf;"This docum
encountered an obstruction
attempt, the tool descended
the tool was in the wrong s
the correct sidetrack, in 9
already making operation"
Tecnico;falha técnica/equipment breakdown;quebra de equipamento;equipment breakdown;tool left unattended (0.54);fr_investigation_frade-area1.pdf;"This docum
encountered an obstruction
attempt, the tool descended
the tool was in the wrong s
the correct sidetrack, in 9
already making operation"
Tecnico;detector coberto/tecnical fault;falha técnica;tecnical fault;tool left unattended (0.54);fr_investigation_frade-area1.pdf;"This docum
encountered an obstruction
attempt, the tool descended
the tool was in the wrong s
the correct sidetrack, in 9
already making operation"
Humano;violação de regra/covered detector;detector coberto;covered detector;gas detector offline during activity (0.58);informativo_11-02-15.pdf;"Durante a descida ao local de vazamento, 
detectores de portáteis indicavam a presença de hidrocarbonetos voláteis no recinto, sendo que um dos 
detectores  registrou 100% do limite inferior de explosividade (LIE)."
Humano;descumprimento de procedimento/rule violation;violação de regra;rule violation;procedural compliance variable (0.53);informativo_11-02-15.pdf;O Processo de Apuração de Irregularidade segue as normas da Lei 9.847/99, do Decreto nº.
Humano;manutenção preventiva/non compliance with procedure;descumprimento de procedimento;non compliance with procedure;procedural compliance variable (0.53);informativo_11-02-15.pdf;O Processo de Apuração de Irregularidade segue as normas da Lei 9.847/99, do Decreto nº.
Organizacional;manutenção preventiva/preventive maintenance issue;manutenção preventiva;preventive maintenance issue;unauthorized access to hazardous zone (0.54);informativo_11-02-15.pdf;"Com base na Investigação de Incidente conduzida pela ANP não conformidades relacionadas às 
Causas Raiz serão tratadas em processos administrativos específicos, resultando na lavratura de autos 
de infração."
Organizacional;falha na análise de risco/preventive maintenance issue;manutenção preventiva;preventive maintenance issue;incomplete job safety analysis (0.53);informativo_11-02-15.pdf;"Com base na Investigação de Incidente conduzida pela ANP não conformidades relacionadas às 
Causas Raiz serão tratadas em processos administrativos específicos, resultando na lavratura de autos 
de infração."
Organizacional;manutenção preventiva/failure in risk assessment;falha na análise de risco;failure in risk assessment;safety checks performed superficially (0.52);informativo_11-02-15.pdf;"Durante a fase operacional, o comissionamento continuou incompleto, a garantia de 
disponibilidade de salvaguardas e de recomendações provenientes de análises de risco não foi 
gerenciada e operou-se com procedimentos desatualizados e incompletos."
Organizacional;falha na análise de risco/preventive maintenance issue;manutenção preventiva;preventive maintenance issue;safety checks performed superficially (0.55);informativo_11-02-15.pdf;"Como decorrência da investigação do incidente, a ANP fez recomendações (mandatórias) de 
requisitos para redução de riscos, com  o objetivo de evitar a recorrência de acidentes semelhantes."
Organizacional;priorização inadequada/failure in risk assessment;falha na análise de risco;failure in risk assessment;safety checks performed superficially (0.54);informativo_11-02-15.pdf;"O acidente ocorrido a bordo do FPSO CDSM demonstrou que os cenários identificados nos 
estudos de risco apresentados durante a investigação eram efetivamente reais e que a gestão de 
implementação de salvaguardas e recomendações de análises de risco teriam sido úteis para atingir o 
objetivo de controlar os riscos operacionais."
